DATESTAMP;INSTRUMENT_ID;LIST_SECTION;RN;SUPERTYPE;INSTRUMENT_TYPE;INSTRUMENT_CATEGORY;TRADE_CODE;ISIN;REGISTRY_NUMBER;REGISTRY_DATE;EMITENT_FULL_NAME;INN;NOMINAL;CURRENCY;ISSUE_AMOUNT;DECISION_DATE;OKSM_EDR;ONLY_EMITENT_FULL_NAME;REG_COUNTRY;QUALIFIED_INVESTOR;HAS_PROSPECTUS;IS_CONCESSION_AGREEMENT;IS_MORTGAGE_AGENT;INCLUDED_DURING_CREATION;SECURITY_HAS_DEFAULT;SECURITY_HAS_TECH_DEFAULT;INCLUDED_WITHOUT_COMPLIANCE;RETAINED_WITHOUT_COMPLIANCE;HAS_RESTRICTION_CIRCULATION;LISTING_LEVEL_HIST;OBLIGATION_PROGRAM_RN;COUPON_PERCENT;EARLY_REPAYMENT;EARLY_REDEMPTION;ISS_BOARDS;OTHER_SECURITIES;DISCLOSURE_PART_PAGE;DISCLOSURE_RF_INFO_PAGE;
"13.07.2017 0:00:00";"5810";"Третий уровень";"934";"Облигации";"Облигация корпоративная";"неконвертируемые документарные купонные облигации на предъявителя серии А29 с обязательным централизованным хранением";"RU000A0JUKB0";"RU000A0JUKB0";"4-29-00739-A";"28.05.2013 0:00:00";"Акционерное общество ""Агентство ипотечного жилищного кредитования""";"7729355614";"1000";"Рубль";"5000000";"16.04.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 16.04.2014 Включение в Перечень внесписочных ценных бумаг";"";"9,25%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями";"Облигация корпоративная, 4-08-00739-A, RU000A0JNPK5 Облигация корпоративная, 4-10-00739-A, RU000A0JPJE6 Облигация корпоративная, 4-11-00739-A, RU000A0JPLU8 Облигация корпоративная, 4-13-00739-A, RU000A0JQAG8 Облигация корпоративная, 4-14-00739-A, RU000A0JQAL8 Облигация корпоративная, 4-15-00739-A, RU000A0JQAM6 Облигация корпоративная, 4-17-00739-A, RU000A0JR5F7 Облигация корпоративная, 4-20-00739-A, RU000A0JR6S8 Облигация корпоративная, 4-16-00739-A, RU000A0JQXG0 Облигация корпоративная, 4-18-00739-A, RU000A0JRDY3 Облигация корпоративная, 4-19-00739-A, RU000A0JRF37 Облигация корпоративная, 4-23-00739-A, RU000A0JRYW3 Облигация корпоративная, 4-21-00739-A, RU000A0JS488 Облигация корпоративная, 4-22-00739-A, RU000A0JS5S9 Облигация корпоративная, 4-24-00739-A, RU000A0JTDX1 Облигация корпоративная, 4-25-00739-A, RU000A0JTW83 Облигация биржевая, 4B02-03-00739-A, RU000A0JVCJ8 Облигация биржевая, 4B02-04-00739-A, RU000A0JVT50 Облигация биржевая, 4B02-06-00739-A Облигация биржевая, 4B02-05-00739-A, RU000A0JX2R1 Облигация биржевая, 4B02-07-00739-A Облигация биржевая, 4B02-08-00739-A Облигация биржевая, 4B02-09-00739-A Облигация биржевая, 4B02-10-00739-A Облигация корпоративная, 4-26-00739-A, RU000A0JTZF1 Облигация корпоративная, 4-27-00739-A, RU000A0JTYR9 Облигация корпоративная, 4-28-00739-A, RU000A0JUM82 Облигация корпоративная, 4-30-00739-A, RU000A0JUKX4 Облигация корпоративная, 4-31-00739-A, RU000A0JV4R9";"www.ahml.ru; Дом.рф";"www.e-disclosure.ru/portal/company.aspx?id=1263";
"13.07.2017 0:00:00";"5811";"Третий уровень";"935";"Облигации";"Облигация корпоративная";"неконвертируемые документарные купонные облигации на предъявителя серии А30 с обязательным централизованным хранением";"RU000A0JUKX4";"RU000A0JUKX4";"4-30-00739-A";"28.05.2013 0:00:00";"Акционерное общество ""Агентство ипотечного жилищного кредитования""";"7729355614";"1000";"Рубль";"6000000";"16.04.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 16.04.2014 Включение в Перечень внесписочных ценных бумаг";"";"10,75%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация корпоративная, 4-08-00739-A, RU000A0JNPK5 Облигация корпоративная, 4-10-00739-A, RU000A0JPJE6 Облигация корпоративная, 4-11-00739-A, RU000A0JPLU8 Облигация корпоративная, 4-13-00739-A, RU000A0JQAG8 Облигация корпоративная, 4-14-00739-A, RU000A0JQAL8 Облигация корпоративная, 4-15-00739-A, RU000A0JQAM6 Облигация корпоративная, 4-17-00739-A, RU000A0JR5F7 Облигация корпоративная, 4-20-00739-A, RU000A0JR6S8 Облигация корпоративная, 4-16-00739-A, RU000A0JQXG0 Облигация корпоративная, 4-18-00739-A, RU000A0JRDY3 Облигация корпоративная, 4-19-00739-A, RU000A0JRF37 Облигация корпоративная, 4-23-00739-A, RU000A0JRYW3 Облигация корпоративная, 4-21-00739-A, RU000A0JS488 Облигация корпоративная, 4-22-00739-A, RU000A0JS5S9 Облигация корпоративная, 4-24-00739-A, RU000A0JTDX1 Облигация корпоративная, 4-25-00739-A, RU000A0JTW83 Облигация биржевая, 4B02-03-00739-A, RU000A0JVCJ8 Облигация биржевая, 4B02-04-00739-A, RU000A0JVT50 Облигация биржевая, 4B02-06-00739-A Облигация биржевая, 4B02-05-00739-A, RU000A0JX2R1 Облигация биржевая, 4B02-07-00739-A Облигация биржевая, 4B02-08-00739-A Облигация биржевая, 4B02-09-00739-A Облигация биржевая, 4B02-10-00739-A Облигация корпоративная, 4-26-00739-A, RU000A0JTZF1 Облигация корпоративная, 4-27-00739-A, RU000A0JTYR9 Облигация корпоративная, 4-28-00739-A, RU000A0JUM82 Облигация корпоративная, 4-29-00739-A, RU000A0JUKB0 Облигация корпоративная, 4-31-00739-A, RU000A0JV4R9";"www.ahml.ru; Дом.рф";"www.e-disclosure.ru/portal/company.aspx?id=1263";
"13.07.2017 0:00:00";"4352";"Третий уровень";"936";"Облигации";"Облигация биржевая";"биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-01 с обязательным централизованным хранением";"";"";"4B020101326B";"19.07.2012 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"15000000";"19.07.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"+";"";"09.06.2014 Включение в Третий уровень 19.07.2012 Включение в Ценные бумаги, допущенные к размещению";"";"";"+";"";"";"Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"4353";"Третий уровень";"937";"Облигации";"Облигация биржевая";"биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-02 с обязательным централизованным хранением";"";"";"4B020201326B";"19.07.2012 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"15000000";"19.07.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"+";"";"09.06.2014 Включение в Третий уровень 19.07.2012 Включение в Ценные бумаги, допущенные к размещению";"";"";"+";"";"";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"4356";"Третий уровень";"938";"Облигации";"Облигация биржевая";"биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-05 с обязательным централизованным хранением";"RU000A0JUB02";"RU000A0JUB02";"4B020501326B";"19.07.2012 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"10000000";"19.07.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"+";"";"09.06.2014 Включение в Третий уровень 29.11.2013 Включение в Перечень внесписочных ценных бумаг 19.07.2012 Включение в Ценные бумаги, допущенные к размещению";"";"12%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"4357";"Третий уровень";"939";"Облигации";"Облигация биржевая";"биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-06 с обязательным централизованным хранением";"";"";"4B020601326B";"19.07.2012 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"10000000";"19.07.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"+";"";"09.06.2014 Включение в Третий уровень 19.07.2012 Включение в Ценные бумаги, допущенные к размещению";"";"";"+";"";"";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"4363";"Третий уровень";"940";"Облигации";"Облигация биржевая";"биржевые облигации процентные документарные неконвертируемые на предъявителя серии БО-12 с обязательным централизованным хранением";"RU000A0JWCL2";"RU000A0JWCL2";"4B021201326B";"19.07.2012 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"5000000";"19.07.2012 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"+";"";"09.06.2014 Включение в Третий уровень 19.07.2012 Включение в Ценные бумаги, допущенные к размещению";"";"10,65%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО c облигациями(расч.в USD) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"5668";"Третий уровень";"941";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-13";"RU000A0JUU90";"RU000A0JUU90";"4B021301326B";"06.02.2014 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"5000000";"06.02.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 07.02.2014 Включение в Перечень внесписочных ценных бумаг";"";"9,35%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"5669";"Третий уровень";"942";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-14";"RU000A0JUUA1";"RU000A0JUUA1";"4B021401326B";"06.02.2014 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"5000000";"06.02.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 07.02.2014 Включение в Перечень внесписочных ценных бумаг";"";"11,95%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"5670";"Третий уровень";"943";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-15";"RU000A0JV0U1";"RU000A0JV0U1";"4B021501326B";"06.02.2014 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"5000000";"06.02.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 07.02.2014 Включение в Перечень внесписочных ценных бумаг";"";"10,3%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО с ЦК 1 день РПС с ЦК: Облигации РЕПО с ЦК Адресное РЕПО с ЦК 1 день (расч. в USD) РЕПО с ЦК 1 день (расч. в EUR) РЕПО с ЦК 7 дн. РЕПО с ЦК адр. (расч. в USD) РЕПО с ЦК адр.(расч. в EUR) РЕПО с ЦК 7 дней c расчетами в долларах США РЕПО с ЦК 7 дней c расчетами в евро";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021601326B, RU000A0JWPV3 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
"13.07.2017 0:00:00";"5671";"Третий уровень";"944";"Облигации";"Облигация биржевая";"биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-16";"RU000A0JWPV3";"RU000A0JWPV3";"4B021601326B";"06.02.2014 0:00:00";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";"7728168971";"1000";"Рубль";"5000000";"06.02.2014 0:00:00";"";"";"";"";"+";"";"";"";"";"";"";"";"";"09.06.2014 Включение в Третий уровень 07.02.2014 Включение в Перечень внесписочных ценных бумаг";"";"9,75%";"+";"";"Т0 Облигации РПС : Облигации РЕПО c облигациями РЕПО c облигациями(расч.в USD)";"Облигация биржевая, 4B020101326B Облигация биржевая, 4B020201326B Облигация биржевая, 4B020501326B, RU000A0JUB02 Облигация биржевая, 4B020601326B Облигация биржевая, 4B021201326B, RU000A0JWCL2 Облигация биржевая, 4B021301326B, RU000A0JUU90 Облигация биржевая, 4B021401326B, RU000A0JUUA1 Облигация биржевая, 4B021501326B, RU000A0JV0U1 Облигация биржевая, 4B021701326B, RU000A0JWUX9 Облигация биржевая, 4B021801326B, RU000A0JX5W4 Облигация биржевая, 4B021901326B, RU000A0JXQX5 Облигация биржевая, 4B022001326B, RU000A0JXRV7 Облигация биржевая, 4B022101326B Облигация биржевая, 4B022201326B Облигация биржевая, 4B022301326B Облигация биржевая, 4B022401326B Облигация биржевая, 4B022501326B Облигация биржевая, 4B022601326B Облигация биржевая, 4B022701326B Облигация биржевая, 4B022801326B Облигация биржевая, 4B022901326B Облигация биржевая, 4B023001326B Облигация биржевая, 4B023101326B Облигация биржевая, 4B023201326B Облигация биржевая, 4B023301326B Облигация биржевая, 4B023401326B Облигация биржевая, 4B023501326B Облигация биржевая, 4B023601326B Облигация биржевая, 4B023701326B Облигация биржевая, 4B023801326B Облигация биржевая, 4B023901326B Облигация биржевая, 4B024001326B Облигация биржевая, 4B024101326B Облигация биржевая, 4B024201326B";"http:/www.alfabank.ru";"http://www.e-disclosure.ru/portal/company.aspx?id=1389";
